"budget_id","cout_transport","cout_food","cout_equipement","cout_health","cout_organisation","total"
"3585","2382.08","2524.65","1375.21","936.28","1138.78","8357.00"
"3586","3247.37","3491.17","1678.16","1356.25","1852.05","11625.00"
"3587","1796.50","2991.11","1307.29","765.65","1200.45","8061.00"
"3588","2490.44","3844.22","1423.84","1105.76","2146.74","11011.00"
"3589","3911.34","5354.84","2717.88","1863.73","2672.21","16520.00"
"3590","2928.94","3406.71","1457.48","1144.92","1163.95","10102.00"
"3591","5412.35","6793.77","3214.69","1765.12","2526.07","19712.00"
"3592","2612.11","3824.29","1544.49","844.74","1639.37","10465.00"
"3593","5126.16","7191.14","2603.85","1725.91","2529.94","19177.00"
"3594","3966.95","5670.78","2526.09","1765.56","2265.62","16195.00"
"3595","2833.47","3652.56","1947.81","1025.07","1890.09","11349.00"
"3596","3003.35","3867.05","1793.48","1414.98","2048.14","12127.00"
"3597","2959.07","4035.06","1754.70","1054.59","1470.58","11274.00"
"3598","4307.39","6631.65","2281.77","1838.08","3812.11","18871.00"
"3599","1769.76","2423.20","1235.94","692.18","1040.92","7162.00"
"3600","4767.90","5646.95","2643.71","1718.33","1132.11","15909.00"
"3601","2651.07","3313.45","1503.80","1210.30","1491.38","10170.00"
"3602","2555.87","3417.39","1743.35","958.57","1184.82","9860.00"
"3603","3939.01","4880.68","2669.03","1474.82","2971.46","15935.00"
"3604","4124.00","5727.10","1971.78","1533.21","2074.91","15431.00"
"3605","3721.93","4946.56","2121.28","1541.72","2324.51","14656.00"
"3606","3766.16","5306.28","1781.81","1396.77","2426.98","14678.00"
"3607","2047.71","2675.16","1160.68","718.23","1402.22","8004.00"
"3608","4225.20","5721.23","2087.53","1789.70","2125.34","15949.00"
"3609","3217.73","4766.90","1716.97","1229.25","2655.15","13586.00"
"3610","3571.00","3825.39","2037.54","1331.89","1418.18","12184.00"
"3611","2109.15","2791.68","1415.13","995.10","1891.94","9203.00"
"3612","1351.98","2117.81","737.33","475.70","986.18","5669.00"
"3613","2410.01","2832.59","1487.10","911.51","1537.79","9179.00"
"3614","3694.18","5408.76","2281.88","1249.72","2185.46","14820.00"
"3615","1660.70","2233.44","951.15","531.92","1262.79","6640.00"
"3616","3372.41","4444.72","1576.92","1271.56","1282.39","11948.00"
"3617","3133.69","4752.94","2034.30","1291.92","1850.15","13063.00"
"3618","3352.40","3969.44","2148.81","1477.02","1549.33","12497.00"
"3619","3234.49","4596.39","2101.35","1245.11","3267.66","14445.00"
"3620","4128.68","4952.02","2621.53","1593.70","1418.07","14714.00"
"3621","4888.53","5475.76","2058.75","1596.82","3027.14","17047.00"
"3622","3269.09","4266.62","2110.13","1228.32","3327.84","14202.00"
"3623","2886.27","4372.20","1557.82","1201.15","2015.56","12033.00"
"3624","2727.31","3389.19","1182.89","991.46","1318.15","9609.00"
"3625","3199.05","3338.31","1597.66","1028.62","1505.36","10669.00"
"3626","3895.87","4661.57","2295.25","1744.83","2768.48","15366.00"
"3627","3118.23","3769.71","1588.35","927.98","1285.73","10690.00"
"3628","4066.45","5446.40","2822.48","1780.61","2776.06","16892.00"
"3629","2851.38","3275.97","1251.36","1122.67","1030.62","9532.00"
"3630","2513.29","3114.95","1426.80","884.57","1719.39","9659.00"
"3631","1999.95","3087.99","1480.32","1009.08","871.66","8449.00"
"3632","2725.38","3630.26","1592.22","1028.27","1941.87","10918.00"
"3633","2734.40","3915.54","1425.52","920.08","1883.46","10879.00"
"3634","3359.22","4947.66","1671.51","1342.38","2484.23","13805.00"
"3635","3013.32","3177.63","1499.49","1054.18","1510.38","10255.00"
"3636","4959.49","6625.13","2390.48","1830.54","2706.36","18512.00"
"3637","3143.06","3759.71","1727.36","1005.31","2144.56","11780.00"
"3638","3815.65","5849.39","2669.08","1853.76","2154.12","16342.00"
"3639","2578.63","3289.45","1507.61","1011.90","792.41","9180.00"
"3640","4005.70","5385.68","2555.11","1250.53","1145.98","14343.00"
"3641","2940.59","3977.70","1569.06","1240.04","1349.61","11077.00"
"3642","4217.33","5538.99","1993.49","1220.73","1803.46","14774.00"
"3643","2647.15","3967.48","1795.61","1213.42","2225.34","11849.00"
"3644","2000.99","2326.87","902.55","734.94","1157.65","7123.00"
"3645","3738.81","5354.82","2366.52","1350.80","2368.05","15179.00"
"3646","4602.62","4839.13","2823.99","1573.41","1888.85","15728.00"
"3647","2599.98","3852.45","1825.69","939.33","1942.55","11160.00"
"3648","3527.59","3910.57","1481.71","1307.80","1559.33","11787.00"
"3649","2426.03","3252.20","1539.34","1103.92","1999.51","10321.00"
"3650","2908.12","3458.12","1357.19","1063.76","2001.81","10789.00"
"3651","3702.69","5168.78","2321.59","1140.89","1495.05","13829.00"
"3652","2930.16","3542.98","1469.64","959.92","1531.30","10434.00"
"3653","2710.72","4094.05","1813.93","1036.17","2217.13","11872.00"
"3654","3420.55","4264.34","2314.05","1131.66","2634.40","13765.00"
"3655","3925.44","5099.74","2425.43","1276.36","2558.03","15285.00"
"3656","2037.20","2571.52","972.36","725.09","1235.83","7542.00"
"3657","4656.92","6113.17","2439.46","1880.96","4009.49","19100.00"
"3658","4059.35","5343.62","2360.13","1715.86","1208.04","14687.00"
"3659","1977.25","2702.39","1012.83","811.29","717.24","7221.00"
"3660","3693.04","4458.61","1682.34","1301.02","2793.99","13929.00"
"3661","2553.71","3274.18","1529.41","1056.74","799.96","9214.00"
"3662","5090.63","6814.35","3312.65","2315.49","4044.88","21578.00"
"3663","4308.57","5446.37","1880.71","1410.33","1909.02","14955.00"
"3664","3732.39","4670.55","2145.71","1418.24","937.11","12904.00"
"3665","3014.80","3747.93","2010.24","1245.64","1239.39","11258.00"
"3666","3633.40","4666.63","2227.20","1619.60","1997.17","14144.00"
"3667","6132.86","8544.19","3318.41","1851.65","2827.89","22675.00"
"3668","2973.15","3395.05","1312.74","1179.27","1618.79","10479.00"
"3669","4103.60","6092.78","2851.44","1638.22","1512.96","16199.00"
"3670","4889.90","6485.75","2399.73","1659.13","4437.49","19872.00"
"3671","1870.93","2638.95","1226.73","702.03","1490.36","7929.00"
"3672","2842.72","4035.98","1876.96","956.84","1912.50","11625.00"
"3673","1828.49","2113.21","1094.12","651.41","605.77","6293.00"
"3674","2814.62","4133.77","1538.69","1032.59","2491.33","12011.00"
"3675","1741.66","1883.68","1085.51","721.15","822.00","6254.00"
"3676","4154.84","4366.10","2418.92","1518.81","2017.33","14476.00"
"3677","3041.78","3235.24","1731.28","1149.25","1376.45","10534.00"
"3678","5181.47","7019.45","3435.31","2086.28","1709.49","19432.00"
"3679","1413.73","1886.34","745.11","655.09","1458.73","6159.00"
"3680","2443.06","3074.48","1392.12","872.84","1751.50","9534.00"
"3681","2752.52","2907.65","1405.47","1111.64","1484.72","9662.00"
"3682","6057.67","7069.40","3481.89","1720.30","2539.74","20869.00"
"3683","2127.39","2430.23","1394.03","811.51","1249.84","8013.00"
"3684","2521.86","3368.47","1550.57","976.62","1417.48","9835.00"
"3685","4752.10","5718.46","2537.42","1639.34","2305.68","16953.00"
"3686","3087.20","3434.88","1725.97","1105.40","1801.55","11155.00"
"3687","2199.70","3051.53","1472.42","1033.00","2065.35","9822.00"
"3688","2446.09","2795.22","1333.79","776.75","939.15","8291.00"
"3689","3965.77","5228.93","2429.61","1340.94","1046.75","14012.00"
"3690","2838.33","3661.17","1504.32","898.38","2078.80","10981.00"
"3691","2741.96","3361.04","1383.01","995.78","1974.21","10456.00"
"3692","2499.61","2817.95","1503.50","796.76","1403.18","9021.00"
"3693","3180.55","4150.24","1866.70","1376.71","2464.80","13039.00"
"3694","3526.91","3793.47","1561.20","1110.83","1979.59","11972.00"
"3695","4668.84","6388.36","2723.49","1633.86","3187.45","18602.00"
"3696","2453.68","3564.61","1888.66","1179.03","1704.02","10790.00"
"3697","1958.90","2877.83","1476.35","864.63","1287.29","8465.00"
"3698","1640.60","2084.38","973.53","746.91","1069.58","6515.00"
"3699","5609.14","6623.54","2662.75","1838.35","3450.22","20184.00"
"3700","2331.12","3738.97","1387.79","1061.03","1538.09","10057.00"
"3701","5394.44","6573.17","2698.27","1564.30","2432.82","18663.00"
"3702","3415.64","4271.88","1595.31","1390.11","2565.06","13238.00"
"3703","5486.09","6336.10","3204.26","2049.91","1676.64","18753.00"
"3704","3217.07","4985.37","2260.36","1678.83","2318.37","14460.00"
"3705","3343.92","3840.63","1881.72","1168.37","2458.36","12693.00"
"3706","2128.54","2712.46","1284.56","726.43","1323.01","8175.00"
"3707","2802.15","3755.80","1888.39","1154.58","1803.08","11404.00"
"3708","3102.22","4726.43","2054.16","1298.41","2839.78","14021.00"
"3709","3019.21","4272.78","2099.73","1420.47","1030.81","11843.00"
"3710","3174.02","4602.64","2387.41","1428.43","1691.50","13284.00"
"3711","3207.87","3676.33","1511.23","1159.98","1876.59","11432.00"
"3712","1836.60","2548.79","1018.66","728.92","915.03","7048.00"
"3713","4402.38","5227.58","2069.27","1355.00","2567.77","15622.00"
"3714","2712.30","2908.63","1388.99","930.16","1248.92","9189.00"
"3715","3011.77","3870.20","1996.47","1424.16","2015.40","12318.00"
"3716","1931.87","2460.49","1134.88","628.86","1031.90","7188.00"
"3717","3395.33","4568.36","1496.10","1451.08","1320.13","12231.00"
"3718","4735.95","6352.31","2293.33","1954.58","2346.83","17683.00"
"3719","1995.15","3083.64","1484.66","889.09","1240.46","8693.00"
"3720","4459.01","6558.51","2723.03","1689.69","2081.76","17512.00"
"3721","3520.57","4117.44","1931.93","1366.05","2484.01","13420.00"
"3722","3391.66","4665.53","2372.99","1362.93","2984.89","14778.00"
"3723","2859.68","3979.95","1806.64","1031.13","982.60","10660.00"
"3724","4512.40","4788.31","1964.92","1341.74","2505.63","15113.00"
"3725","2808.45","3511.51","1415.86","1119.35","2070.83","10926.00"
"3726","2833.01","3513.01","1744.33","900.47","1448.18","10439.00"
"3727","2989.47","3931.99","1801.42","1031.34","2154.78","11909.00"
"3728","4159.91","5983.49","2950.59","1814.26","1564.75","16473.00"
"3729","1544.02","1750.65","766.72","475.85","697.76","5235.00"
"3730","5317.72","7100.42","3532.54","2645.71","3693.61","22290.00"
"3731","1406.05","2127.94","869.69","654.79","719.53","5778.00"
"3732","4132.39","5916.61","2638.20","1577.52","3059.28","17324.00"
"3733","2474.90","3414.10","1868.31","1319.19","1956.50","11033.00"
"3734","1630.37","2306.68","1213.10","787.39","922.46","6860.00"
"3735","4192.29","5650.30","3042.45","1834.22","2708.74","17428.00"
"3736","2527.07","3235.47","1396.86","786.36","811.24","8757.00"
"3737","3094.45","3834.16","2075.00","1108.57","2575.82","12688.00"
"3738","2616.19","3236.64","1368.18","866.22","1484.77","9572.00"
"3739","2595.78","3568.97","1802.80","1322.18","2383.27","11673.00"
"3740","3886.36","5831.39","2584.28","1290.19","2011.78","15604.00"
"3741","5577.95","7046.96","2925.27","1940.31","1191.51","18682.00"
"3742","3806.31","5262.09","2040.12","1410.90","3721.58","16241.00"
"3743","1633.00","2299.31","833.52","542.40","1103.77","6412.00"
"3744","1946.15","2774.47","1154.41","898.86","1860.11","8634.00"
"3745","2331.43","3319.99","1638.22","1076.54","1245.82","9612.00"
"3746","3817.32","5973.50","2119.65","1976.40","2716.13","16603.00"
"3747","3915.70","4853.57","1892.00","1693.42","2592.31","14947.00"
"3748","2945.92","3684.89","1695.97","1062.42","1307.80","10697.00"
"3749","2595.56","3758.42","1863.44","966.31","2283.27","11467.00"
"3750","2696.06","3032.37","1681.76","773.48","1453.33","9637.00"
"3751","2080.10","3579.04","1257.04","956.04","1573.78","9446.00"
"3752","3936.29","4759.98","2062.03","1430.82","2682.88","14872.00"
"3753","2548.68","3698.99","1689.21","1100.95","1434.17","10472.00"
"3754","1942.83","2629.88","1005.85","775.17","874.27","7228.00"
"3755","4403.86","5346.05","2124.83","1327.89","1595.37","14798.00"
"3756","1179.99","1714.33","692.27","454.26","1061.15","5102.00"
"3757","2594.51","3957.66","1778.96","1333.67","1691.20","11356.00"
"3758","3175.71","3776.71","2087.20","1264.33","2011.05","12315.00"
"3759","2770.43","3515.89","1584.37","1003.45","567.86","9442.00"
"3760","4221.88","6459.39","2732.00","1747.38","3723.35","18884.00"
"3761","3865.12","4247.14","1890.60","1439.04","2133.10","13575.00"
"3762","2267.99","3492.14","1371.69","919.80","1184.38","9236.00"
"3763","1784.01","2314.99","1086.55","892.73","1566.72","7645.00"
"3764","2570.18","3820.65","1637.98","1033.16","2162.03","11224.00"
"3765","2466.66","3305.52","1279.96","953.71","1769.15","9775.00"
"3766","2691.73","3765.18","1441.53","1032.41","2686.15","11617.00"
"3767","5183.72","6079.92","2769.67","1889.08","4055.61","19978.00"
"3768","3868.28","5352.43","2772.77","1721.11","2870.41","16585.00"
"3769","3241.23","3698.78","1892.51","1351.15","1169.33","11353.00"
"3770","3462.61","4733.19","2305.65","1465.31","2474.24","14441.00"
"3771","3842.24","4962.71","2573.87","1368.78","2564.40","15312.00"
"3772","2244.28","2800.73","1550.23","924.19","1511.57","9031.00"
"3773","3405.35","4926.42","2108.81","1321.85","1735.57","13498.00"
"3774","2884.02","3950.58","1326.40","1163.36","1302.64","10627.00"
"3775","3429.12","4684.57","2137.13","1289.54","2267.64","13808.00"
"3776","3681.33","4806.69","2089.44","1316.09","2778.45","14672.00"
"3777","2101.06","2933.66","1484.85","847.60","1078.83","8446.00"
"3778","2281.29","2819.69","1228.17","737.07","1544.78","8611.00"
"3779","3022.18","4112.16","1635.57","1470.49","3230.60","13471.00"
"3780","3582.85","4181.09","1611.49","1374.74","1249.83","12000.00"
"3781","6214.91","8023.76","3071.37","1829.15","2906.81","22046.00"
"3782","3890.28","4949.68","2132.08","1386.17","2352.79","14711.00"
"3783","2710.54","3542.18","1282.98","862.65","1089.65","9488.00"
"3784","2480.68","3429.22","1320.40","1104.94","1160.76","9496.00"
"3785","2458.79","3246.27","1636.79","1087.13","1214.02","9643.00"
"3786","2940.61","4810.40","2127.73","1402.70","1637.56","12919.00"
"3787","3799.02","5564.41","2179.29","1702.60","3909.68","17155.00"
"3788","2263.89","2893.01","1342.29","827.19","1877.62","9204.00"
"3789","2501.41","3408.23","1490.60","1258.34","2541.42","11200.00"
"3790","3302.27","3883.72","1670.66","1347.25","1290.10","11494.00"
"3791","1638.04","2294.50","1095.27","831.96","1323.23","7183.00"
"3792","3856.65","4577.32","1982.68","1538.58","2145.77","14101.00"
"3793","4081.58","5522.47","2178.47","1396.78","1602.70","14782.00"
"3794","4982.07","5596.75","2181.58","1553.32","3289.28","17603.00"
"3795","2063.71","2911.01","1381.40","723.71","712.17","7792.00"
"3796","4453.33","5264.65","2491.25","1582.05","1711.72","15503.00"
"3797","1897.94","2665.77","1314.46","793.87","1625.96","8298.00"
"3798","3148.81","4101.88","1641.72","1318.72","1976.87","12188.00"
"3799","3912.71","4882.81","2081.82","1602.88","2334.78","14815.00"
"3800","4009.85","5264.43","2222.76","1428.52","1342.44","14268.00"
"3801","3083.42","4008.98","2188.73","1175.77","2144.10","12601.00"
"3802","3383.92","5298.26","2445.39","1320.46","1870.97","14319.00"
"3803","3656.01","5125.84","2319.56","1646.30","1672.29","14420.00"
"3804","1400.99","1926.38","1056.26","674.21","1289.16","6347.00"
"3805","3961.40","5435.56","2066.98","1755.94","1539.12","14759.00"
"3806","4208.48","5777.64","2367.58","1839.57","1938.73","16132.00"
"3807","1973.32","2784.18","1168.60","712.16","1679.74","8318.00"
"3808","3635.94","5987.75","2498.74","1615.24","2389.33","16127.00"
"3809","3934.61","5189.39","2007.80","1297.26","3426.94","15856.00"
"3810","2487.87","2766.88","1218.27","860.48","1718.50","9052.00"
"3811","3452.18","4351.66","2454.86","1438.43","2100.87","13798.00"
"3812","4214.59","5532.95","2858.30","1452.01","1997.15","16055.00"
"3813","2147.89","3304.12","1367.72","1077.52","1123.75","9021.00"
"3814","3470.78","3898.18","1909.89","1489.41","1693.74","12462.00"
"3815","3496.89","4773.15","2609.78","1688.18","2000.00","14568.00"
"3816","5493.75","6616.62","2549.78","2476.54","3537.31","20674.00"
"3817","4543.67","5624.80","2721.48","1865.06","2014.99","16770.00"
"3818","3791.12","4471.62","2052.53","1295.60","1502.13","13113.00"
"3819","4382.06","4640.22","2036.74","1241.49","2324.49","14625.00"
"3820","5005.81","5342.84","2912.00","2039.14","1868.21","17168.00"
"3821","2015.93","2672.87","1227.50","990.02","1896.68","8803.00"
"3822","2205.37","2510.08","1167.15","757.20","1194.20","7834.00"
"3823","3113.75","4276.85","1797.72","1066.86","1524.82","11780.00"
"3824","5304.60","6103.19","2452.36","2358.30","3465.55","19684.00"
"3825","5673.76","8068.46","3785.64","2206.40","1990.74","21725.00"
"3826","2263.57","2518.12","1311.94","799.35","706.02","7599.00"
"3827","3175.80","3855.32","1515.92","943.55","2136.41","11627.00"
"3828","2960.50","4208.45","1625.64","1109.35","1292.06","11196.00"
"3829","3869.27","5318.08","2239.21","1824.48","3247.96","16499.00"
"3830","2997.42","3444.74","1716.41","1133.70","985.73","10278.00"
"3831","3841.70","4786.41","1966.91","1502.61","2164.37","14262.00"
"3832","2960.45","3550.72","1621.77","925.22","2052.84","11111.00"
"3833","2661.96","3717.32","1846.24","915.30","1287.18","10428.00"
"3834","3218.69","4188.59","1717.29","1375.39","1510.04","12010.00"
"3835","3687.37","4975.11","2082.98","1346.53","2219.01","14311.00"
"3836","2867.56","4172.02","1938.48","1293.69","1845.25","12117.00"
"3837","2674.42","2907.22","1198.53","921.92","1986.91","9689.00"
"3838","3615.42","4434.30","2388.95","1452.22","1954.11","13845.00"
"3839","2808.45","4075.56","1815.27","1154.18","2764.54","12618.00"
"3840","2801.85","3507.01","1868.44","946.42","1297.28","10421.00"
"3841","4165.83","6373.17","2850.65","1423.35","2128.00","16941.00"
"3842","4032.02","5185.89","2315.46","1430.78","1621.85","14586.00"
"3843","3600.45","4668.86","1937.13","1352.97","2381.59","13941.00"
"3844","6017.82","7444.71","3683.92","1957.28","3817.27","22921.00"
"3845","2990.83","3748.32","1510.96","1073.08","1601.81","10925.00"
"3846","5649.66","7435.97","3404.89","1870.19","2669.29","21030.00"
"3847","2839.31","3683.37","2044.19","1054.69","2355.44","11977.00"
"3848","4178.14","5418.75","2256.32","1422.90","2579.89","15856.00"
"3849","1572.83","2399.67","1087.82","664.68","977.00","6702.00"
"3850","5050.03","6545.86","3210.69","2212.93","1951.49","18971.00"
"3851","4944.89","6143.95","2904.53","1844.51","654.12","16492.00"
"3852","3222.83","3670.39","1566.52","1296.22","1248.04","11004.00"
"3853","4027.65","6080.31","2971.99","1839.69","2783.36","17703.00"
"3854","1968.14","2423.57","1224.57","691.88","686.84","6995.00"
"3855","3462.67","4131.86","1633.68","1203.95","2665.84","13098.00"
"3856","2745.43","2801.40","1328.41","1029.09","1270.67","9175.00"
"3857","2181.53","2817.48","1259.13","805.86","996.00","8060.00"
"3858","4010.78","4384.61","2339.41","1526.02","1663.18","13924.00"
"3859","5938.09","6570.76","3753.55","1796.03","3824.57","21883.00"
"3860","3531.72","4789.16","1517.91","1186.32","1619.89","12645.00"
"3861","5029.39","7104.48","2622.82","1787.83","3767.48","20312.00"
"3862","1774.11","2086.75","971.89","566.00","884.25","6283.00"
"3863","3207.22","4528.35","1492.04","1072.89","1781.50","12082.00"
"3864","3343.71","5282.90","2064.66","1286.73","2750.00","14728.00"
"3865","2966.09","3735.38","1836.74","1300.46","1489.33","11328.00"
"3866","4170.69","5065.60","1763.21","1366.11","1800.39","14166.00"
"3867","5945.72","6268.04","2823.09","1816.89","3124.26","19978.00"
"3868","6209.72","6583.62","3205.80","2461.51","3109.35","21570.00"
"3869","3438.51","4931.58","2445.03","1454.42","1339.46","13609.00"
"3870","4268.84","7015.66","2319.32","1543.97","3735.21","18883.00"
"3871","3507.90","3698.69","1770.76","1170.08","1975.57","12123.00"
"3872","4048.95","5666.62","2754.67","1799.77","1953.99","16224.00"
"3873","1641.14","2218.83","937.84","590.59","478.60","5867.00"
"3874","3320.56","4819.72","2188.96","1441.15","1901.61","13672.00"
"3875","2830.91","4069.18","2047.22","1147.89","1943.80","12039.00"
"3876","2042.33","2779.82","1486.35","741.57","1662.93","8713.00"
"3877","2914.62","4216.17","1956.55","1177.01","907.65","11172.00"
"3878","2912.56","3847.10","1702.88","1148.80","816.66","10428.00"
"3879","1820.79","2246.34","1018.92","849.82","1351.13","7287.00"
"3880","3054.12","3860.79","1689.04","1377.63","1749.42","11731.00"
"3881","3982.15","5081.21","2208.01","1386.70","890.93","13549.00"
"3882","5146.37","6731.35","2910.55","1712.87","1688.86","18190.00"
"3883","2896.81","4651.74","1784.97","1155.58","2011.90","12501.00"
"3884","4511.90","4932.51","2876.12","1526.23","2203.24","16050.00"
"3885","3801.20","4593.98","2436.84","1292.09","1994.89","14119.00"
"3886","5008.09","6586.18","2565.67","1804.52","2619.54","18584.00"
"3887","4714.05","6731.45","2885.82","2114.24","2923.44","19369.00"
"3888","4350.45","4824.23","1978.68","1274.48","2823.16","15251.00"
"3889","2667.14","3798.76","1443.25","1117.18","1425.67","10452.00"
"3890","4665.42","6337.74","3034.27","1833.02","5102.55","20973.00"
"3891","1874.03","2258.94","888.16","594.12","1223.75","6839.00"
"3892","2275.37","3384.25","1444.39","870.13","1108.86","9083.00"
"3893","3440.59","4571.61","1595.66","1088.49","1487.65","12184.00"
"3894","3933.02","6056.23","2446.82","1927.87","2086.06","16450.00"
"3895","4680.63","6293.87","2709.00","1999.91","1283.59","16967.00"
"3896","3117.41","3726.55","1713.84","976.25","1193.95","10728.00"
"3897","4480.94","6173.91","2384.53","1966.64","1438.98","16445.00"
"3898","4818.58","6693.82","2808.50","1857.02","2733.08","18911.00"
"3899","2966.68","3694.39","1485.15","1108.27","1165.51","10420.00"
"3900","1897.98","2775.09","1115.58","858.14","1440.21","8087.00"
"3901","2960.19","3639.35","1951.06","1020.30","1332.10","10903.00"
"3902","2354.73","2917.06","1466.12","829.48","1994.61","9562.00"
"3903","1954.16","2897.57","1242.44","858.17","1385.66","8338.00"
"3904","2341.35","3249.88","1173.29","1010.46","942.02","8717.00"
"3905","3029.20","3904.03","1449.49","1048.14","1196.14","10627.00"
"3906","1404.23","1990.09","1044.37","496.37","1196.94","6132.00"
"3907","3312.54","5106.97","2146.74","1337.93","1597.82","13502.00"
"3908","2489.58","3519.75","1865.12","1047.43","1676.12","10598.00"
"3909","4714.54","6851.93","2956.38","2129.01","1803.14","18455.00"
"3910","3701.11","4467.86","1923.73","1443.50","1417.80","12954.00"
"3911","2375.87","3626.09","1269.13","888.78","2129.13","10289.00"
"3912","2252.20","2412.88","1298.31","823.78","1083.83","7871.00"
"3913","3516.62","4754.19","2042.14","1293.98","2011.07","13618.00"
"3914","3358.10","3818.13","1762.35","1241.86","1747.56","11928.00"
"3915","3228.49","3275.88","1532.49","1237.78","1571.36","10846.00"
"3916","2737.56","3390.05","1493.49","1001.20","909.70","9532.00"
"3917","2292.05","3827.22","1624.00","1065.41","1598.32","10407.00"
"3918","2550.16","3511.41","1552.99","1119.62","799.82","9534.00"
"3919","2494.84","3024.48","1750.04","1060.17","1486.47","9816.00"
"3920","3648.45","4177.85","2033.19","1404.80","2563.71","13828.00"
"3921","2964.02","3397.86","1951.25","884.71","1716.16","10914.00"
"3922","2893.82","3609.81","1341.76","874.39","1762.22","10482.00"
"3923","3562.67","5528.60","2292.19","1369.88","1947.66","14701.00"
"3924","3539.04","5081.64","2373.40","1559.83","1623.09","14177.00"
"3925","2870.37","4448.14","1814.88","1228.37","1917.24","12279.00"
"3926","2477.47","2854.42","1443.60","713.52","1383.99","8873.00"
"3927","3217.43","3670.92","1716.55","1036.69","1902.41","11544.00"
"3928","3680.81","5306.30","1773.14","1687.77","1873.98","14322.00"
"3929","2102.23","2315.66","959.82","617.18","1118.11","7113.00"
"3930","3457.33","5306.69","1862.62","1257.06","2155.30","14039.00"
"3931","3749.13","4305.41","1753.38","1545.19","2664.89","14018.00"
"3932","1349.62","2251.50","724.27","513.02","1159.59","5998.00"
"3933","5974.62","8577.06","2896.54","2550.61","2842.17","22841.00"
"3934","4493.10","6856.53","3287.40","2217.38","3281.59","20136.00"
"3935","3850.37","3976.07","1869.62","1301.95","2027.99","13026.00"
"3936","4680.85","7341.74","3227.73","1701.24","3199.44","20151.00"
"3937","3273.23","5071.47","1832.71","1380.51","2087.08","13645.00"
"3938","3317.24","4591.54","1876.01","1320.62","1286.59","12392.00"
"3939","2547.60","4233.93","1423.55","1104.85","2078.07","11388.00"
"3940","4510.27","5241.27","1951.44","1765.59","1827.43","15296.00"
"3941","3235.45","4499.31","1870.53","1147.76","1709.95","12463.00"
"3942","3226.99","4260.63","1909.33","1064.61","1681.44","12143.00"
"3943","2916.16","3576.95","1509.40","872.68","1426.81","10302.00"
"3944","3071.32","4246.60","1658.33","1604.88","2878.87","13460.00"
"3945","2633.43","3259.70","1830.59","1217.90","1675.38","10617.00"
"3946","5338.21","6969.76","3391.64","2308.65","4925.74","22934.00"
"3947","4360.35","5236.89","2139.46","1410.38","1793.92","14941.00"
"3948","4323.73","4896.95","2442.90","1756.52","1827.90","15248.00"
"3949","5933.12","6150.51","3225.50","2367.96","2739.91","20417.00"
"3950","4401.19","4866.19","2340.62","1547.28","2510.72","15666.00"
"3951","5977.08","7436.25","3714.52","1748.22","2824.93","21701.00"
"3952","3429.15","5124.98","2543.83","1587.83","1539.21","14225.00"
"3953","4241.70","4830.06","1951.50","1327.80","2385.94","14737.00"
"3954","4186.37","5452.59","2554.58","1581.12","1970.34","15745.00"
"3955","3796.75","4731.14","2472.88","1353.64","1930.59","14285.00"
"3956","5069.68","7457.86","3388.61","2094.47","3324.38","21335.00"
"3957","3586.41","4896.82","2357.57","1250.95","1766.25","13858.00"
"3958","2378.52","2669.52","1284.11","856.75","1577.10","8766.00"
"3959","1924.90","2897.40","1178.59","974.58","1153.53","8129.00"
"3960","2322.06","3677.01","1216.88","940.87","1940.18","10097.00"
"3961","2948.89","3831.82","1405.47","872.29","1182.53","10241.00"
"3962","3903.68","4694.87","2165.90","1221.88","2620.67","14607.00"
"3963","2305.26","3343.90","1635.60","950.11","1560.13","9795.00"
"3964","1365.53","1875.33","924.39","661.71","928.04","5755.00"
"3965","2787.38","2998.93","1728.22","973.20","1304.27","9792.00"
"3966","2414.05","3192.98","1194.28","774.48","983.21","8559.00"
"3967","2804.32","4034.87","1458.04","1017.69","2190.08","11505.00"
"3968","2907.12","4524.07","1696.26","1314.11","2042.44","12484.00"
"3969","2930.72","3236.25","1330.05","957.46","1500.52","9955.00"
"3970","3004.40","3567.17","1701.29","877.07","865.07","10015.00"
"3971","2659.74","3457.22","1527.85","1000.76","1185.43","9831.00"
"3972","5684.32","7283.36","3690.64","2091.00","3993.68","22743.00"
"3973","2594.94","3399.06","1977.73","1136.62","2065.65","11174.00"
"3974","1844.40","2293.29","966.99","611.39","1086.93","6803.00"
"3975","2640.86","3165.56","1677.38","1184.38","1514.82","10183.00"
"3976","3108.33","4003.40","1663.77","1465.52","2169.98","12411.00"
"3977","4979.04","5641.63","2827.73","1728.62","2910.98","18088.00"
"3978","5382.75","7951.57","3642.41","1743.06","3044.21","21764.00"
"3979","3309.59","4513.33","2337.36","1421.23","2748.49","14330.00"
"3980","5556.27","6868.37","3787.37","1845.27","3199.72","21257.00"
"3981","3230.09","4705.23","2168.30","1189.30","2981.08","14274.00"
"3982","3133.19","3920.16","1552.84","1156.34","1562.47","11325.00"
"3983","2818.99","4222.53","1579.24","1297.81","1642.43","11561.00"
"3984","2461.65","2794.12","1233.56","1067.77","1463.90","9021.00"
"3985","4851.50","6459.61","3017.67","2445.71","4659.51","21434.00"
"3986","3858.33","5829.84","2424.11","1324.62","2722.10","16159.00"
"3987","4143.03","4617.94","2288.40","1622.53","1781.10","14453.00"
